Mod:Item:MetaData, Localized Name
pixelmon:tm78, TM78: Bulldoze
pixelmon:tm79, TM79: Frost Breath
pixelmon:tm80, TM80: Rock Slide
pixelmon:tm81, TM81: X-Scissor
pixelmon:tm82, TM82: Dragon Tail
pixelmon:tm83, TM83: Work Up
pixelmon:tm84, TM84: Poison Jab
pixelmon:tm85, TM85: Dream Eater
pixelmon:tm86, TM86: Grass Knot
pixelmon:tm87, TM87: Swagger
pixelmon:tm88, TM88: Pluck
pixelmon:tm89, TM89: U-Turn
pixelmon:tm90, TM90: Substitute
pixelmon:tm91, TM91: Flash Cannon
pixelmon:tm92, TM92: Trick Room
pixelmon:tm93, TM93: Wild Charge
pixelmon:tm94, TM94: Rock Smash
pixelmon:tm95, TM95: Snarl
pixelmon:tm96, TM96: Mega Punch
pixelmon:tm97, TM97: Razor Wind
pixelmon:tm98, TM98: Whirlwind
pixelmon:tm99, TM99: Mega Kick
pixelmon:tm100, TM100: Horn Drill
pixelmon:tm101, TM101: Body Slam
pixelmon:tm102, TM102: Take Down
pixelmon:tm103, TM103: Double-Edge
pixelmon:tm104, TM104: Bubble Beam
pixelmon:tm105, TM105: Water Gun
pixelmon:tm106, TM106: Pay Day
pixelmon:tm107, TM107: Submission
pixelmon:tm108, TM108: Counter
pixelmon:tm109, TM109: Seismic Toss
pixelmon:tm110, TM110: Rage
pixelmon:tm111, TM111: Mega Drain
pixelmon:tm112, TM112: Dragon Rage
pixelmon:tm113, TM113: Fissure
pixelmon:tm114, TM114: Teleport
pixelmon:tm115, TM115: Mimic
pixelmon:tm116, TM116: Bide
pixelmon:tm117, TM117: Metronome
pixelmon:tm118, TM118: Self-Destruct
pixelmon:tm119, TM119: Egg Bomb
pixelmon:tm120, TM120: Swift
pixelmon:tm121, TM121: Skull Bash
pixelmon:tm122, TM122: Soft-Boiled
pixelmon:tm123, TM123: Sky Attack
pixelmon:tm124, TM124: Psywave
pixelmon:tm125, TM125: Tri Attack
pixelmon:tm126, TM126: Dynamic Punch
pixelmon:tm127, TM127: Headbutt
pixelmon:tm128, TM128: Curse
pixelmon:tm129, TM129: Rollout
pixelmon:tm130, TM130: Zap Cannon
pixelmon:tm131, TM131: Sweet Scent
pixelmon:tm132, TM132: Snore
pixelmon:tm133, TM133: Icy Wind
pixelmon:tm134, TM134: Giga Drain
pixelmon:tm135, TM135: Endure
pixelmon:tm136, TM136: Iron Tail
pixelmon:tm137, TM137: Dragon Breath
pixelmon:tm138, TM138: Mud-Slap
pixelmon:tm139, TM139: Ice Punch
pixelmon:tm140, TM140: Sleep Talk
pixelmon:tm141, TM141: Defense Curl
pixelmon:tm142, TM142: Thunder Punch
pixelmon:tm143, TM143: Detect
pixelmon:tm144, TM144: Steel Wing
pixelmon:tm145, TM145: Fire Punch
pixelmon:tm146, TM146: Fury Cutter
pixelmon:tm147, TM147: Nightmare
pixelmon:tm148, TM148: Focus Punch
pixelmon:tm149, TM149: Water Pulse
pixelmon:tm150, TM150: Bullet Seed
pixelmon:tm151, TM151: Shock Wave
pixelmon:tm152, TM152: Secret Power
pixelmon:tm153, TM153: Skill Swap
pixelmon:tm154, TM154: Snatch
pixelmon:tm155, TM155: Roost
pixelmon:tm156, TM156: Brine
pixelmon:tm157, TM157: Dragon Pulse
pixelmon:tm158, TM158: Drain Punch
pixelmon:tm159, TM159: Silver Wind
pixelmon:tm160, TM160: Recycle
pixelmon:tm161, TM161: Avalanche
pixelmon:tm162, TM162: Stealth Rock
pixelmon:tm163, TM163: Captivate
pixelmon:tm164, TM164: Dark Pulse
pixelmon:tm165, TM165: Natural Gift
pixelmon:tm166, TM166: Infestation
pixelmon:tm167, TM167: Nature Power
pixelmon:tm168, TM168: Power-Up Punch
pixelmon:tm169, TM169: Dazzling Gleam
pixelmon:tm170, TM170: Confide
pixelmon:tm171, TM171: Aurora Veil
pixelmon:tm172, TM172: Brutal Swing
pixelmon:tm173, TM173: Smart Strike
pixelmon:tm174, TM174: Leech Life
pixelmon:hm1, HM01: Cut
pixelmon:hm2, HM02: Fly
pixelmon:hm3, HM03: Surf
pixelmon:hm4, HM04: Strength
pixelmon:hm5, HM05: Defog
pixelmon:hm6, HM06: Rock Smash
pixelmon:hm7, HM07: Waterfall
pixelmon:hm8, HM08: Rock Climb
pixelmon:hm9, HM09: Whirlpool
pixelmon:hm10, HM10: Dive
pixelmon:pokemail_air, Air Mail
pixelmon:pokemail_bloom, Bloom Mail
pixelmon:pokemail_brick, Brick Mail
pixelmon:pokemail_bridged, BridgeMail D
pixelmon:pokemail_bridgem, BridgeMail M
pixelmon:pokemail_bridges, BridgeMail S
pixelmon:pokemail_bridgev, BridgeMail V
pixelmon:pokemail_bubble, Bubble Mail
pixelmon:pokemail_dream, Dream Mail
pixelmon:pokemail_fab, Fab Mail
pixelmon:pokemail_favored, Favored Mail
pixelmon:pokemail_flame, Flame Mail
pixelmon:pokemail_glitter, Glitter Mail
pixelmon:pokemail_grass, Grass Mail
pixelmon:pokemail_greet, Greet Mail
pixelmon:pokemail_heart, Heart Mail
pixelmon:pokemail_inquiry, Inquiry Mail
pixelmon:pokemail_like, Like Mail
pixelmon:pokemail_mech, Mech Mail
pixelmon:pokemail_mosaic, Mosaic Mail
pixelmon:pokemail_orange, Orange Mail
pixelmon:pokemail_reply, Reply Mail
pixelmon:pokemail_retro, Retro Mail
pixelmon:pokemail_rsvp, RSVP Mail
pixelmon:pokemail_snow, Snow Mail
pixelmon:pokemail_space, Space Mail
pixelmon:pokemail_steel, Steel Mail
pixelmon:pokemail_thanks, Thanks Mail
pixelmon:pokemail_wave, Wave Mail
pixelmon:pokemail_wood, Wood Mail
portality:controller, Portal Controller
portality:frame, Portal Frame
portality:module_interdimensional, Interdimensional Module
portality:module_items:0, Item Module (Type: Input§r)
portality:module_items:1, Item Module (Type: Output§r)
portality:module_fluids:0, Fluid Module (Type: Input§r)
portality:module_fluids:1, Fluid Module (Type: Output§r)
portality:module_energy:0, Energy Module (Type: Input§r)
portality:module_energy:1, Energy Module (Type: Output§r)
randomportals:vertical_end_portal_frame, Vertical End Portal Frame
randomportals:upside_down_end_portal_frame, Upside Down End Portal Frame
minecraft:end_portal, Lateral End Portal
randomportals:vertical_end_portal, Vertical End Portal
randomportals:upside_down_end_portal, Upside Down End Portal
randomportals:white_vertical_nether_portal, White Vertical Nether Portal
randomportals:white_lateral_nether_portal, White Lateral Nether Portal
randomportals:orange_vertical_nether_portal, Orange Vertical Nether Portal
randomportals:orange_lateral_nether_portal, Orange Lateral Nether Portal
randomportals:magenta_vertical_nether_portal, Magenta Vertical Nether Portal
randomportals:magenta_lateral_nether_portal, Magenta Lateral Nether Portal
randomportals:light_blue_vertical_nether_portal, Light Blue Vertical Nether Portal
randomportals:light_blue_lateral_nether_portal, Light Blue Lateral Nether Portal
randomportals:yellow_vertical_nether_portal, Yellow Vertical Nether Portal
randomportals:yellow_lateral_nether_portal, Yellow Lateral Nether Portal
randomportals:lime_vertical_nether_portal, Lime Vertical Nether Portal
randomportals:lime_lateral_nether_portal, Lime Lateral Nether Portal
randomportals:pink_vertical_nether_portal, Pink Vertical Nether Portal
randomportals:pink_lateral_nether_portal, Pink Lateral Nether Portal
randomportals:gray_vertical_nether_portal, Gray Vertical Nether Portal
randomportals:gray_lateral_nether_portal, Gray Lateral Nether Portal
randomportals:silver_vertical_nether_portal, Silver Vertical Nether Portal
randomportals:silver_lateral_nether_portal, Silver Lateral Nether Portal
randomportals:cyan_vertical_nether_portal, Cyan Vertical Nether Portal
randomportals:cyan_lateral_nether_portal, Cyan Lateral Nether Portal
minecraft:portal, Purple Vertical Nether Portal
randomportals:purple_lateral_nether_portal, Purple Lateral Nether Portal
randomportals:blue_vertical_nether_portal, Blue Vertical Nether Portal
randomportals:blue_lateral_nether_portal, Blue Lateral Nether Portal
randomportals:brown_vertical_nether_portal, Brown Vertical Nether Portal
randomportals:brown_lateral_nether_portal, Brown Lateral Nether Portal
randomportals:green_vertical_nether_portal, Green Vertical Nether Portal
randomportals:green_lateral_nether_portal, Green Lateral Nether Portal
randomportals:red_vertical_nether_portal, Red Vertical Nether Portal
randomportals:red_lateral_nether_portal, Red Lateral Nether Portal
randomportals:black_vertical_nether_portal, Black Vertical Nether Portal
randomportals:black_lateral_nether_portal, Black Lateral Nether Portal
minecraft:end_gateway, End Gateway
supersoundmuffler:sound_muffler_bauble, Super Sound Muffler
supersoundmuffler:sound_muffler, Super Sound Muffler
architecturecraft:sawblade, Circular Saw Blade
architecturecraft:largepulley, Large Pulley
architecturecraft:chisel, Architect's Chisel
architecturecraft:hammer, Architect's Hammer
architecturecraft:sawbench, Architect's Sawbench
chancecubes:chance_pendant_tier1, Tier 1 Chance Pendant
chancecubes:chance_pendant_tier2, Tier 2 Chance Pendant
chancecubes:chance_pendant_tier3, Tier 3 Chance Pendant
chancecubes:silk_touch_pendant, Silk Touch Chance Pendant
chancecubes:creative_pendant, Creative Chance Pendant
chancecubes:reward_selector_pendant, Reward Selector Pendant
chancecubes:single_use_reward_selector_pendant, Single Use Reward Selector Pendant
chancecubes:chance_cube, Chance Cube
chancecubes:chance_icosahedron, Chance Icosahedron
chancecubes:giant_chance_cube, Giant Chance Cube
chancecubes:compact_giant_chance_cube, Compact Giant Chance Cube
chancecubes:cube_dispenser, Chance Cube Dispenser
chancecubes:scanner, Chance Cube Scanner
dimdoors:quartz_door, Quartz Door
dimdoors:quartz_dimensional_door, Quartz Dimensional Door
dimdoors:gold_door, Gold Door
dimdoors:gold_dimensional_door, Gold Dimensional Door
dimdoors:iron_dimensional_door, Iron Dimensional Door
dimdoors:oak_dimensional_door, Wood Dimensional Door
dimdoors:stable_fabric, Stable Fabric
dimdoors:unstable_dimensional_door, Unstable Dimensional Door
dimdoors:world_thread, World Thread
dimdoors:rift_configuration_tool, Rift Configuration Tool
dimdoors:rift_blade, Rift Blade
dimdoors:rift_remover, Rift Remover
dimdoors:rift_signature, Rift Signature
dimdoors:stabilized_rift_signature, Stabilized Rift Signature
dimdoors:rift_stabilizer, Rift Stabilizer
dimdoors:woven_world_thread_helmet, Woven World Thread Helmet
dimdoors:woven_world_thread_chestplate, Woven World Thread Chestplate
dimdoors:woven_world_thread_leggings, Woven World Thread Leggings
dimdoors:woven_world_thread_boots, Woven World Thread Boots
dimdoors:fabric:0, Altered Fabric
dimdoors:fabric:1, Orange Altered Fabric
dimdoors:fabric:2, Magenta Altered Fabric
dimdoors:fabric:3, Light Blue Altered Fabric
dimdoors:fabric:4, Yellow Altered Fabric
dimdoors:fabric:5, Lime Altered Fabric
dimdoors:fabric:6, Pink Altered Fabric
dimdoors:fabric:7, Gray Altered Fabric
dimdoors:fabric:8, Light Gray Altered Fabric
dimdoors:fabric:9, Cyan Altered Fabric
dimdoors:fabric:10, Purple Altered Fabric
dimdoors:fabric:11, Blue Altered Fabric
dimdoors:fabric:12, Brown Altered Fabric
dimdoors:fabric:13, Green Altered Fabric
dimdoors:fabric:14, Red Altered Fabric
dimdoors:fabric:15, Fabric of Reality
dimdoors:ancient_fabric:0, Altered Ancient Fabric
dimdoors:ancient_fabric:1, Orange Altered Ancient Fabric
dimdoors:ancient_fabric:2, Magenta Altered Ancient Fabric
dimdoors:ancient_fabric:3, Light Blue Altered Ancient Fabric
dimdoors:ancient_fabric:4, Yellow Altered Ancient Fabric
dimdoors:ancient_fabric:5, Lime Altered Ancient Fabric
dimdoors:ancient_fabric:6, Pink Altered Ancient Fabric
dimdoors:ancient_fabric:7, Gray Altered Ancient Fabric
dimdoors:ancient_fabric:8, Light Gray Altered Ancient Fabric
dimdoors:ancient_fabric:9, Cyan Altered Ancient Fabric
dimdoors:ancient_fabric:10, Purple Altered Ancient Fabric
dimdoors:ancient_fabric:11, Blue Altered Ancient Fabric
dimdoors:ancient_fabric:12, Brown Altered Ancient Fabric
dimdoors:ancient_fabric:13, Green Altered Ancient Fabric
dimdoors:ancient_fabric:14, Red Altered Ancient Fabric
dimdoors:ancient_fabric:15, Ancient Fabric
dimdoors:unravelled_fabric, Unraveled Fabric
dimdoors:eternal_fabric, Eternal Fabric
dimdoors:dimensional_trapdoor, Oak Dimensional Trapdoor
dimdoors:record_creepy, Music Disc
theoneprobe:probe, The One Probe
theoneprobe:creativeprobe, The Creative Probe
theoneprobe:probenote, The One Probe Read Me
theoneprobe:diamond_helmet_probe:0, Diamond Helmet with Probe
theoneprobe:gold_helmet_probe:0, Gold Helmet with Probe
theoneprobe:iron_helmet_probe:0, Iron Helmet with Probe
theoneprobe:probe_goggles, The One Probe (Bauble)
endermanevo:friender_pearl, Friender Pearl
endermanevo:enderman_skull, Enderman Head
endermanevo:frienderman_skull, Frienderman Head
endermanevo:enderman_evolved_skull, Evolved Enderman Head
endermanevo:ender_flower, Ender Daisy
endermanevo:ender_fragment, Ender Fragment
patchouli:guide_book, Guide Book
teastory:tea_leaf, Fresh Tea Leaf
teastory:half_dried_tea, Half-dried Tea Leaf
teastory:dried_tea, Dried Tea Leaf
teastory:matcha_leaf, Matcha Leaf
teastory:matcha_powder, Matcha Powder
teastory:black_tea_leaf, Black Tea Leaf
teastory:yellow_tea_leaf, Yellow Tea Leaf
teastory:white_tea_leaf, White Tea Leaf
teastory:oolong_tea_leaf, Oolong Tea Leaf
teastory:puer_tea_leaf, Dark Tea Leaf
teastory:wet_tea, Wet Tea Leaf
teastory:broken_tea, Ground Tea Leaf
teastory:tea_seeds, Tea Plant Seed
teastory:cup:0, Wooden Cup
teastory:cup:2, Stone Cup
teastory:cup:3, Glass Cup
teastory:cup:4, White Porcelain Cup
teastory:cup:5, Zisha Cup
teastory:clay_cup, Unfired White Porcelain Cup
teastory:zisha_clay, Zisha Clay
teastory:zisha_clay_cup, Unfired Zisha Cup
teastory:empty_tea_bag, Empty Tea Bag
teastory:green_tea_bag, Green Tea Bag
teastory:black_tea_bag, Black Tea Bag
teastory:yellow_tea_bag, Yellow Tea Bag
teastory:white_tea_bag, White Tea Bag
teastory:oolong_tea_bag, Oolong Tea Bag
teastory:puer_tea_bag, Dark Tea Bag
teastory:wooden_mortar_and_pestle, Wooden Mortar
teastory:soil_detection_meter, Soilmeter
teastory:tea_whisk, Tea Whisk
teastory:lemon, Lemon
teastory:green_tea:0, Green Tea (Wooden)
teastory:green_tea:2, Green Tea (Stone)
teastory:green_tea:3, Green Tea (Glass)
teastory:green_tea:4, Green Tea (Porcelain)
teastory:green_tea:5, Green Tea (Zisha)
teastory:matcha_drink:0, Matcha (Wooden)
teastory:matcha_drink:2, Matcha (Stone)
teastory:matcha_drink:3, Matcha (Glass)
teastory:matcha_drink:4, Matcha (Porcelain)
teastory:matcha_drink:5, Matcha (Zisha)
teastory:black_tea:0, Black Tea (Wooden)
teastory:black_tea:2, Black Tea (Stone)
teastory:black_tea:3, Black Tea (Glass)
teastory:black_tea:4, Black Tea (Porcelain)
teastory:black_tea:5, Black Tea (Zisha)
teastory:milk_tea:0, Milk Tea (Wooden)
teastory:milk_tea:2, Milk Tea (Stone)
teastory:milk_tea:3, Milk Tea (Glass)
teastory:milk_tea:4, Milk Tea (Porcelain)
teastory:milk_tea:5, Milk Tea (Zisha)
teastory:lemon_tea:0, Lemon Tea (Wooden)
teastory:lemon_tea:2, Lemon Tea (Stone)
teastory:lemon_tea:3, Lemon Tea (Glass)
teastory:lemon_tea:4, Lemon Tea (Porcelain)
teastory:lemon_tea:5, Lemon Tea (Zisha)
teastory:yellow_tea:0, Yellow Tea (Wooden)
teastory:yellow_tea:2, Yellow Tea (Stone)
teastory:yellow_tea:3, Yellow Tea (Glass)
teastory:yellow_tea:4, Yellow Tea (Porcelain)
teastory:yellow_tea:5, Yellow Tea (Zisha)
teastory:white_tea:0, White Tea (Wooden)
teastory:white_tea:2, White Tea (Stone)
teastory:white_tea:3, White Tea (Glass)
teastory:white_tea:4, White Tea (Porcelain)
teastory:white_tea:5, White Tea (Zisha)
teastory:oolong_tea:0, Oolong Tea (Wooden)
teastory:oolong_tea:2, Oolong Tea (Stone)
teastory:oolong_tea:3, Oolong Tea (Glass)
teastory:oolong_tea:4, Oolong Tea (Porcelain)
teastory:oolong_tea:5, Oolong Tea (Zisha)
teastory:puer_tea:0, Dark Tea (Wooden)
teastory:puer_tea:2, Dark Tea (Stone)
teastory:puer_tea:3, Dark Tea (Glass)
teastory:puer_tea:4, Dark Tea (Porcelain)
teastory:puer_tea:5, Dark Tea (Zisha)
teastory:tea_residue:0, Green Tea Residue
teastory:tea_residue:1, Black Tea Residue
teastory:tea_residue:2, Yellow Tea Residue
teastory:tea_residue:3, White Tea Residue
teastory:tea_residue:4, Oolong Tea Residue
teastory:tea_residue:5, Dark Tea Residue
teastory:matcha_cookie, Matcha Cookie
teastory:tea_egg, Tea Egg
teastory:shennong_ruler, Ruler of Shennong
teastory:record_caichawuqu_g20, Music Disc
teastory:record_caichawuqu_folk, Music Disc
teastory:record_bubugao, Music Disc
teastory:record_caichaji_erhu, Music Disc
teastory:record_chunjiexuqu, Music Disc
teastory:record_huahaoyueyuan, Music Disc
teastory:record_jinshekuangwu, Music Disc
teastory:record_xiyangyang, Music Disc
teastory:record_yangliuqing, Music Disc
teastory:record_zizhudiao, Music Disc
teastory:xian_rice_seeds, Rice Seed
teastory:item_xian_rice_seedling, Rice Seedling
teastory:straw, Straw
teastory:xian_rice, Rice
teastory:washed_rice, Washed Rice
teastory:wooden_lid, Wooden Lid
teastory:rice_ball, Rice Ball
teastory:straw_rope, Straw Rope
teastory:item_straw_blanket, Straw Blanket
teastory:sickle, Sickle
teastory:porkchop_rice, Porkchop Rice
teastory:steak_rice, Steak Rice
teastory:chicken_rice, Chicken Rice
teastory:potato_rice, Potato Rice
teastory:rabbit_rice, Rabbit Rice
teastory:pot_stone, Stone Pot
teastory:pot_iron, Iron Pot
teastory:pot_porcelain, White Porcelain Pot
teastory:pot_zisha, Zisha Pot
teastory:pot_clay, Unfired White Porcelain Pot
teastory:pot_zisha_clay, Unfired Zisha Pot
teastory:cold_water_pot_zisha, Zisha Pot (Cold Water)
teastory:cold_water_pot_porcelain, White Porcelain Pot (Cold Water)
teastory:cold_water_pot_iron, Iron Pot (Cold Water)
teastory:cold_water_pot_stone, Stone Pot (Cold Water)
teastory:boiled_water_pot_zisha, Zisha Pot (Boiled Water)
teastory:boiled_water_pot_porcelain, White Porcelain Pot (Boiled Water)
teastory:boiled_water_pot_iron, Iron Pot (Boiled Water)
teastory:boiled_water_pot_stone, Stone Pot (Boiled Water)
teastory:empty_porcelain_kettle, tile.empty_porcelain_kettle.name
teastory:green_tea_porcelain_kettle, White Porcelain Kettle (Green Tea)
teastory:matcha_drink_porcelain_kettle, White Porcelain Kettle (Matcha)
teastory:black_tea_porcelain_kettle, White Porcelain Kettle (Black Tea)
teastory:milk_tea_porcelain_kettle, White Porcelain Kettle (Milk Tea)
teastory:lemon_tea_porcelain_kettle, White Porcelain Kettle (Lemon Tea)
teastory:yellow_tea_porcelain_kettle, White Porcelain Kettle (Yellow Tea)
teastory:white_tea_porcelain_kettle, White Porcelain Kettle (White Tea)
teastory:oolong_tea_porcelain_kettle, White Porcelain Kettle (Oolong Tea)
teastory:puer_tea_porcelain_kettle, White Porcelain Kettle (Dark Tea)
teastory:empty_zisha_kettle, Zisha Kettle
teastory:green_tea_zisha_kettle, Zisha Kettle (Green Tea)
teastory:matcha_drink_zisha_kettle, Zisha Kettle (Matcha)
teastory:black_tea_zisha_kettle, Zisha Kettle (Black Tea)
teastory:milk_tea_zisha_kettle, Zisha Kettle (Milk Tea)
teastory:lemon_tea_zisha_kettle, Zisha Kettle (Lemon Tea)
teastory:yellow_tea_zisha_kettle, Zisha Kettle (Yellow Tea)
teastory:white_tea_zisha_kettle, Zisha Kettle (White Tea)
teastory:oolong_tea_zisha_kettle, Zisha Kettle (Oolong Tea)
teastory:puer_tea_zisha_kettle, Zisha Kettle (Dark Tea)
teastory:half_dried_leaf_block, Half-dried Leaf Block
teastory:lit_tea_drying_pan, tile.lit_tea_drying_pan.name
teastory:tea_drying_pan, Drying (Cooking) Pan
teastory:lit_cooking_pan, Cooking Pan (Burning)
teastory:tea_stove, Tea Stove
teastory:lit_tea_stove, Tea Stove (Burning)
teastory:tea_table, Tea Table
teastory:teapan, Tea Pan
teastory:clay_kettle, Unfired White Porcelain Kettle
teastory:zisha_clay_kettle, Unfired Zisha Kettle
teastory:teaplant, Tea Plant
teastory:wood_cup, tile.wood_cup.name
teastory:stone_cup, tile.stone_cup.name
teastory:glass_cup, tile.glass_cup.name
teastory:porcelain_cup, tile.porcelain_cup.name
teastory:zisha_cup, tile.zisha_cup.name
teastory:greentea_wood_cup, tile.greentea_wood_cup.name
teastory:matchadrink_wood_cup, tile.matchadrink_wood_cup.name
teastory:blacktea_wood_cup, tile.blacktea_wood_cup.name
teastory:milktea_wood_cup, tile.milktea_wood_cup.name
teastory:lemontea_wood_cup, tile.lemontea_wood_cup.name
teastory:yellowtea_wood_cup, tile.yellowtea_wood_cup.name
teastory:whitetea_wood_cup, tile.whitetea_wood_cup.name
teastory:oolongtea_wood_cup, tile.oolongtea_wood_cup.name
teastory:puertea_wood_cup, tile.puertea_wood_cup.name
teastory:greentea_stone_cup, tile.greentea_stone_cup.name
teastory:matchadrink_stone_cup, tile.matchadrink_stone_cup.name
teastory:blacktea_stone_cup, tile.blacktea_stone_cup.name
teastory:milktea_stone_cup, tile.milktea_stone_cup.name
teastory:lemontea_stone_cup, tile.lemontea_stone_cup.name
teastory:yellowtea_stone_cup, tile.yellowtea_stone_cup.name
teastory:whitetea_stone_cup, tile.whitetea_stone_cup.name
teastory:oolongtea_stone_cup, tile.oolongtea_stone_cup.name
teastory:puertea_stone_cup, tile.puertea_stone_cup.name
teastory:greentea_glass_cup, tile.greentea_glass_cup.name
teastory:matchadrink_glass_cup, tile.matchadrink_glass_cup.name
teastory:blacktea_glass_cup, tile.blacktea_glass_cup.name
teastory:milktea_glass_cup, tile.milktea_glass_cup.name
teastory:lemontea_glass_cup, tile.lemontea_glass_cup.name
teastory:yellowtea_glass_cup, tile.yellowtea_glass_cup.name
teastory:whitetea_glass_cup, tile.whitetea_glass_cup.name
teastory:oolongtea_glass_cup, tile.oolongtea_glass_cup.name
teastory:puertea_glass_cup, tile.puertea_glass_cup.name
teastory:greentea_porcelain_cup, tile.greentea_porcelain_cup.name
teastory:matchadrink_porcelain_cup, tile.matchadrink_porcelain_cup.name
teastory:blacktea_porcelain_cup, tile.blacktea_porcelain_cup.name
teastory:milktea_porcelain_cup, tile.milktea_porcelain_cup.name
teastory:lemontea_porcelain_cup, tile.lemontea_porcelain_cup.name
teastory:yellowtea_porcelain_cup, tile.yellowtea_porcelain_cup.name
teastory:whitetea_porcelain_cup, tile.whitetea_porcelain_cup.name
teastory:oolongtea_porcelain_cup, tile.oolongtea_porcelain_cup.name
teastory:puertea_porcelain_cup, tile.puertea_porcelain_cup.name
teastory:greentea_zisha_cup, tile.greentea_zisha_cup.name
